articlesShortDescription,Date
"The Iraqi government has a series of conditions that the Kurdish Regional Government (KRG) must meet before agreeing to hold talks on the crisis triggered by last month's independence referendum, a government spokesman said on Thursday.",2017-10-12 17:52:38
"Republicans in the U.S. Congress, long the staunchest opponents of the Iran nuclear deal, may be the best hope for preserving it if President Donald Trump declines on Friday to certify that Tehran is complying with the pact.",2017-10-12 17:22:46
"Children returning to school in the northern Syrian city of al-Bab were handed a new textbook this term: ""Türkçe Öğreniyorum"" - ""I am learning Turkish"".",2017-10-12 15:24:05
"Children returning to school in the northern Syrian city of al-Bab were handed a new textbook this term: ""Türkçe Öğreniyorum"" - ""I am learning Turkish"".",2017-10-12 15:24:05
"Children returning to school in the northern Syrian city of al-Bab were handed a new textbook this term: ""Türkçe Öğreniyorum"" - ""I am learning Turkish"".",2017-10-12 15:24:05
"U.S. Secretary of State Rex Tillerson has given assurances that Washington's only goal in Syria is fighting Islamic State, the TASS news agency cited Russian Foreign Minister Sergei Lavrov as saying on Thursday.",2017-10-12 12:28:39
"With spot Asian iron ore having fallen back below $60 a tonne, the price of the steelmaking ingredient appears to be heading toward a level more in line with supply and demand fundamentals.",2017-10-12 12:02:42
"A group of investors including buyout firm Apollo and pension fund Canada Pension Plan (CPP) is bidding for coal assets put up for sale by mining giant Rio Tinto <RIO.L>, which could fetch $2 billion, sources familiar with the matter told Reuters.",2017-10-12 11:28:04
"A group of investors including buyout firm Apollo and pension fund Canada Pension Plan (CPP) is bidding for coal assets put up for sale by mining giant Rio Tinto <RIO.L>, which could fetch $2 billion, sources familiar with the matter told Reuters.",2017-10-12 11:28:04
Turkey's President Tayyip Erdogan said on Thurday the United States was hiding a suspect in its Istanbul consulate who is linked to a U.S.-based cleric blamed by Ankara for last year's failed military coup.,2017-10-12 11:16:55
"Britain will not speculate on what will happen if the United States withdraws from an international deal to curb Iran's nuclear programme, Prime Minister Theresa May's spokesman said on Thursday.",2017-10-12 10:34:41
"The Iraqi government said on Thursday it would not hold talks with the Kurdish autonomous region on reopening its airports and providing dollars for its banks, unless the Kurds commit to ""Iraq's unity"".",2017-10-12 06:34:11
"President Donald Trump finds himself under immense pressure as he considers de-certifying the international nuclear deal with Iran, a move that would ignore warnings from inside and outside his administration that to do so would risk undermining U.S. credibility.",2017-10-12 00:22:34
"President Donald Trump finds himself under immense pressure as he considers de-certifying the international nuclear deal with Iran, a move that would ignore warnings from inside and outside his administration that to do so would risk undermining U.S. credibility.",2017-10-12 00:22:34
"Kobe Steel's CEO said on Thursday the firm's data-fabrication may have spread beyond Japan, as he was ordered by the government to report on how the misconduct occurred and address safety concerns that have sparked a scare along global supply chains.",2017-10-12 00:07:37
"Lebanon's Hezbollah group dismissed multi-million-dollar rewards offered by the United States for the arrest of two of its senior members, saying on Wednesday they would have no impact.",2017-10-11 18:12:14
"German intelligence agencies have warned German companies that Iran is still trying to circumvent restrictions on the sale of dual-use items for its rocket and missile technology program, according to a document seen by Reuters on Wednesday.",2017-10-11 17:52:37
"Saudi Arabian budget airline Flynas said on Wednesday it would start flying to Iraq, the first Saudi airline to go offer that route in more than 25 years.",2017-10-11 17:48:40
"Iraqi government forces and Iranian-trained Iraqi paramilitaries are ""preparing a major attack"" on Kurdish forces in the oil-rich region of Kirkuk and near Mosul in northern Iraq, the Kurdistan Regional Government (KRG) said on Wednesday.",2017-10-11 16:37:33
"Iraqi government forces and Iranian-trained Iraqi paramilitaries are ""preparing a major attack"" on Kurdish forces in the area of Kirkuk, said the Kurdistan Regional Government on Wednesday.",2017-10-11 16:35:49
European countries are scrambling to cobble together a package of measures they hope will keep the Iran nuclear deal on track if U.S. President Donald Trump ignores their pleas and decertifies the landmark 2015 agreement this week.,2017-10-11 14:26:38
European countries are scrambling to cobble together a package of measures they hope will keep the Iran nuclear deal on track if U.S. President Donald Trump ignores their pleas and decertifies the landmark 2015 agreement this week.,2017-10-11 14:26:38
"The Republican chairman of the U.S. House of Representatives Foreign Affairs committee said on Wednesday the international nuclear deal with Iran should be strictly enforced by Washington working with its allies, but did not call for an end to the agreement.",2017-10-11 14:21:54
"U.S. President Donald Trump on Wednesday denied a report from NBC News that he told his national security advisers in July he wanted to increase the country's nuclear arsenal by nearly tenfold, saying he argued for its modernization.",2017-10-11 13:58:18
"Late last year, the Kota Nazar, a Singaporean ship with 636 containers of steel, paper, medicine and other goods, set sail to Hodeida, the largest cargo port in war-torn Yemen.",2017-10-11 10:09:34
"Late last year, the Kota Nazar, a Singaporean ship with 636 containers of steel, paper, medicine and other goods, set sail to Hodeida, the largest cargo port in war-torn Yemen.",2017-10-11 10:09:34
"Oil prices will remain relatively low in the next year or two as supplies remain ample despite ongoing cuts by OPEC, although potential new sanctions by the United States against Iran pose upside risk to the market, the president of consultancy Facts Global Energy (FGE)...",2017-10-11 09:05:47
List of countries assured of places in the 32-team field for next year's World Cup finals in Russia after Tuesday's qualifiers:,2017-10-11 05:03:37
"Japan's Kobe Steel Ltd <5406.T> plunged deeper into crisis on Wednesday as fresh revelations showed data fabrication at the steelmaker was more widespread than initially thought, heightening a safety scare along the global supply chain.",2017-10-11 02:00:18
"Japan's Kobe Steel Ltd <5406.T> plunged deeper into crisis on Wednesday as fresh revelations showed data fabrication at the steelmaker was more widespread than initially thought, heightening a safety scare along the global supply chain.",2017-10-11 02:00:18
Kobe Steel Ltd on Wednesday confirmed a media report that there may have been data fabrication in iron powder products.,2017-10-11 00:34:29
The U.S. Supreme Court on Tuesday threw out an appeals court ruling that struck down President Donald Trump's previous temporary travel ban targeting several Muslim-majority nations countries that has now expired.,2017-10-10 23:48:04
The United States on Tuesday offered multimillion-dollar rewards for two officials of the Iran-backed Lebanese group Hezbollah as the Trump administration prepared to unveil a strategy to counter Tehran's growing regional influence.,2017-10-10 20:10:06
